Sampling1,Sampling2,Sampling3,Sampling4,Sampling5
1.0,1.0,1.0,1.0,1.0
0.9123343527013251,0.9153225806451613,0.921161825726141,0.9319319319319319,0.92
1.0,1.0,1.0,1.0,1.0
0.9123343527013251,0.9233870967741935,0.9097510373443983,0.9169169169169169,0.942
1.0,1.0,1.0,1.0,1.0
